 4.31755	 7.54335	91.87800	19.31116	30.73200	
30.14349	77.57900	13.90798	88.29772	31.38120	
52.00049	66.26440	89.18200	70.15823	51.18017	
50.75129	68.81600	98.83795	69.35700	67.09726	
47.74510	29.98600	34.24178	60.41307	64.35000	
85.74350	67.04000	 5.68289	 3.63243	96.81640	
48.77828	18.73332	24.83878	75.93367	65.71223	
13.24427	20.14300	52.18000	34.49100	55.21719	
36.42300	54.46220	59.09327	85.22401	 3.15033	
90.01800	 5.65230	90.30438	29.42485	60.75194	
99.60900	59.05238	50.19801	30.51934	39.24910	
 2.25100	10.96496	22.46690	73.54085	55.90047	
69.45300	25.46780	36.92580	85.31237	34.61297	
41.00850	23.36880	59.93500	 2.77802	58.03750	
25.18032	15.66480	64.61541	24.76970	58.20415	
 7.15726	72.94800	83.96875	87.32739	76.04490	
86.29732	19.42550	62.68711	76.29760	10.91000	
80.88674	72.34362	38.25000	 8.13675	25.13378	
 2.12384	17.07400	10.18270	 0.73263	56.79236	
59.74500	 8.45610	46.73800	36.01300	50.59852	
 8.75361	24.24560	96.33900	 5.78413	66.34698	
69.89300	35.51283	 3.87940	78.37600	 5.91296	
58.49000	37.14322	98.67630	76.21320	95.64759	
 5.40076	31.81050	22.05500	67.07800	70.20299	
44.90447	 4.19007	11.01500	46.93585	57.18932	
66.06448	68.87354	24.59852	51.32700	 6.51664	
70.69700	38.28330	82.54924	21.38400	15.46597	
 9.96503	33.03750	33.76963	68.69360	14.39540	
82.65800	76.26198	69.49410	63.23596	24.59183	
82.54862	70.36820	15.97790	74.15208	94.87506	
55.26504	71.35249	51.32075	28.77153	27.83688	
 8.79993	65.60305	22.65384	88.96992	 8.74990	
46.51384	37.29700	40.82328	83.22220	72.50200	
87.07760	21.64800	34.01624	26.98940	59.50082	
76.79044	 9.21380	57.61157	49.18166	25.40910	
18.44436	20.23037	66.85910	 1.82936	 4.37120	
 4.64760	51.29320	25.75530	73.47671	13.70600	
34.79715	93.82031	22.61667	58.11900	83.47359	
62.35108	83.37682	44.18935	50.72137	73.80358	
20.00869	40.33429	79.03700	 4.94805	79.51100	
57.88395	 4.73970	79.52500	61.49914	70.75989	
73.13234	68.67660	85.33243	66.12600	16.93441	
 3.22510	36.55128	82.60886	29.70724	66.46660	
79.06358	23.84587	 7.70290	 2.11242	41.92660	
94.86111	47.92200	90.37462	37.01300	59.47026	
39.92200	99.60490	77.92200	18.51270	 4.12057	
54.61600	90.40690	75.26100	35.86353	85.06700	
 3.99070	86.97392	75.52388	92.80958	15.45262	
76.41445	32.58913	38.06363	70.95874	58.59589	
 3.93643	22.03805	26.66000	58.65900	50.45383	
63.46417	 1.39419	85.37747	47.15700	64.94273	
70.83547	16.19198	31.59720	 2.20990	33.41405	
43.10315	53.15268	91.19018	59.44652	20.61240	
94.18171	 6.42630	72.22360	47.12764	 2.14922	
34.85970	83.96636	27.15349	91.27267	96.27364	
 3.84516	41.87912	91.41456	44.04670	51.79935	
89.35560	76.13952	20.76240	13.27237	44.06365	
46.20835	83.78599	43.22297	23.93597	51.37002	
67.42390	21.55940	50.88229	24.10973	 4.04701	
 8.84990	76.30146	35.00253	99.47800	83.28640	
92.14180	73.94523	23.05254	87.14950	31.92153	
40.96924	48.73130	69.65733	23.74990	38.87885	
54.09211	 5.05199	14.39600	42.56651	27.68110	
20.86762	80.87100	13.00464	83.14830	68.86904	
75.62600	40.79632	91.38984	 2.35539	42.05959	
31.80000	79.66161	80.85500	73.12564	61.03670	
69.48991	 6.36290	65.92100	74.57638	81.58381	
42.74930	27.03894	 7.85380	33.97679	86.02625	
57.92900	70.10836	31.94003	39.39887	 6.90200	
 0.31495	32.45354	 6.67601	58.23900	17.17982	
32.43539	96.84385	 5.08815	27.64000	98.46474	
40.49396	56.92730	95.59611	56.04160	36.30122	
 1.42848	23.68679	31.59237	53.92453	44.72400	
94.45450	60.74873	90.98670	61.00469	97.11366	
21.04364	60.23566	10.79610	34.79968	 1.90608	
24.99688	97.05080	96.42461	80.72290	33.91715	
 0.12972	 8.87713	 0.24355	80.91000	90.91076	
65.44186	64.07100	86.58290	99.93730	43.25954	
11.85249	57.40100	99.93287	98.23321	55.35690	
66.91288	99.69554	51.65393	70.37480	89.67097	
37.70800	81.39922	18.12228	48.03270	21.97055	
16.88452	95.47815	56.40310	50.82136	 7.55588	
76.16559	18.31819	94.84157	34.01251	78.07286	
80.50120	 0.01690	49.92967	11.69896	 5.97718	
28.21233	20.68442	39.23900	92.59121	55.89099	
91.89760	96.55160	17.65588	19.96348	56.77855	
94.39200	 0.04887	40.22400	80.90577	 6.50117	
72.97805	74.43440	90.47232	 9.25904	16.53163	
97.91640	25.65169	 7.33243	84.41064	89.26639	
36.57479	74.96500	63.86238	41.49360	94.92800	
41.91037	89.40630	 6.48415	63.25900	56.41018	
88.78298	94.52109	41.38400	13.51199	23.08683	
27.62459	25.07100	74.45120	22.06212	66.47251	
70.79705	15.89675	89.61650	14.17697	85.45330	
36.02466	30.43772	76.28359	 8.80951	 3.24060	
45.94883	19.50701	54.17262	20.34290	19.60230	
98.25958	60.01990	35.88943	70.60708	35.30396	
99.07295	30.70711	90.22751	97.38274	53.04431	
94.36688	67.02890	83.42020	41.22693	97.88292	
20.12713	14.19539	 6.25231	80.79710	15.56571	
