  0015.944331,     0000085.793,0082.565603,  0090.8140395, 000010.93808
      093.5609129,     0058.1876951,     00000066.589,      25.1491458,  40.6020222
  09.603760159,     93.42694,  017.34665662,    5.8759625,  0000050.533
   0085.64855,0072.284074,   43.0812388,      55.7465684,   073.86769352
      49.095728,  021.2454,      77.4727497, 064.2472,  046.13957
  000040.003,     58.3369707,  004.485838,      60.65926794,  75.937568
     000044.342, 0072.66542,   0000054.607,000024.9664,     083.01216
  0071.065691, 085.216704,  35.5524055,     00020.347,043.7132325
    000036.555, 000036.3956,      000003.06445,   046.925078,    0015.2343
    21.2008829,   000042.451,    00023.178386,  0003.543675, 000021.4979
      0000036.1577,   052.90191131, 00014.45,  70.76185,     062.868865
65.40964, 000090.65918,    000087.1903, 0034.697234, 0057.192
   000088.51441,    56.7349143, 49.3371424,     000078.27403,      01.8268508
76.91511352,    47.77529,      00000068.366,     000073.3648, 10.9142248
  53.404704,      63.72065158,   0000022.301,  78.14354,  71.1442381
     49.0911438, 0095.6698826,     0003.573, 00000094.527,  74.317267
    52.5536465,   0092.086668,      0000095.624,      044.15005,   058.50664551
     72.80241415,   00016.603,     075.0109,      0080.3911617,    40.842871
  0092.163,00027.63254,     050.6809,     000032.0985,   0056.5292
     0000011.88,   00049.0031,    000035.698,     00000041.368,   24.27006682
     039.1724, 0068.8614856,     65.96017025, 003.4519,   65.9042671
     00059.04108,     092.9650974,     0031.491,0089.559, 49.7404222
   00000033.101, 000012.10885,      000016.2251,   54.59713, 00000015.881
      000083.3492, 006.33492481,0049.1206959,     45.57805877,    72.83980744
  13.2448947, 96.35449215,   0000082.535, 0000052.051,53.6602244
17.28216192,41.51646364, 00020.72895,000000000043,    000042.2751
     0000019.1131,      0010.76796,     00066.296,  095.407178,    051.48942
    8.50408502, 00000033.262, 000060.44552,      45.78724366,  000025.27
   44.76294037, 0063.9413,     000057.036,   000079.66243,    00000019.94
   56.0751644,    0.129311242,  0000045.05,  63.76288936,    72.41716
   0037.5303,     056.7863315,   014.4506,     67.91297497,    069.2908
  41.812564,    00075.057,      00047.468,86.65082275,    0011.0066
      34.5230113,     00038.3536,    00000080.906,     00078.69071,   042.01218079
      071.33149402,     24.79941131,0061.703362, 11.01096782,     88.535116
